Item;Referencia;Desc. item;cod_siesa;id_insumo;id_insumo_p;und_negocio;cod_centro
995;679;LENTE INTRAOCULAR IQ TORICO SN6AT9+30.00;LI-0000607;150;3;U04;200101
996;680;LENTE INTRAOCULAR RESTOR 3.00 +6.00     ;LI-0000608;150;3;U04;200101
997;681;LENTE INTRAOCULAR RESTOR 3.00 +6.50     ;LI-0000609;150;3;U04;200101
998;682;LENTE INTRAOCULAR RESTOR 3.00 +7.00     ;LI-0000610;150;3;U04;200101
999;683;LENTE INTRAOCULAR RESTOR 3.00 +7.50     ;LI-0000611;150;3;U04;200101
1000;684;LENTE INTRAOCULAR RESTOR 3.00 +8.00     ;LI-0000612;150;3;U04;200101
1001;685;LENTE INTRAOCULAR RESTOR 3.00 +8.50     ;LI-0000613;150;3;U04;200101
1002;686;LENTE INTRAOCULAR RESTOR 3.00 +9.00     ;LI-0000614;150;3;U04;200101
1003;687;LENTE INTRAOCULAR RESTOR 3.00 +9.50     ;LI-0000615;150;3;U04;200101
1004;688;LENTE INTRAOCULAR RESTOR 3.00 +10.00    ;LI-0000616;150;3;U04;200101
1005;689;LENTE INTRAOCULAR RESTOR 3.00 +10.50    ;LI-0000617;150;3;U04;200101
1006;690;LENTE INTRAOCULAR RESTOR 3.00 +11.00    ;LI-0000618;150;3;U04;200101
1007;691;LENTE INTRAOCULAR RESTOR 3.00 +11.50    ;LI-0000619;150;3;U04;200101
1008;692;LENTE INTRAOCULAR RESTOR 3.00 +12.00    ;LI-0000620;150;3;U04;200101
1009;693;LENTE INTRAOCULAR RESTOR 3.00 +12.50    ;LI-0000621;150;3;U04;200101
1010;694;LENTE INTRAOCULAR RESTOR 3.00 +13.00    ;LI-0000622;150;3;U04;200101
1011;695;LENTE INTRAOCULAR RESTOR 3.00 +13.50    ;LI-0000623;150;3;U04;200101
1012;696;LENTE INTRAOCULAR RESTOR 3.00 +14.00    ;LI-0000624;150;3;U04;200101
1013;697;LENTE INTRAOCULAR RESTOR 3.00 +14.50    ;LI-0000625;150;3;U04;200101
1014;698;LENTE INTRAOCULAR RESTOR 3.00 +15.00    ;LI-0000626;150;3;U04;200101
1015;699;LENTE INTRAOCULAR RESTOR 3.00 +15.50    ;LI-0000627;150;3;U04;200101
1016;700;LENTE INTRAOCULAR RESTOR 3.00 +16.00    ;LI-0000628;150;3;U04;200101
1017;701;LENTE INTRAOCULAR RESTOR 3.00 +16.50    ;LI-0000629;150;3;U04;200101
1018;702;LENTE INTRAOCULAR RESTOR 3.00 +17.00    ;LI-0000630;150;3;U04;200101
1019;703;LENTE INTRAOCULAR RESTOR 3.00 +17.50    ;LI-0000631;150;3;U04;200101
1020;704;LENTE INTRAOCULAR RESTOR 3.00 +18.00    ;LI-0000632;150;3;U04;200101
1021;705;LENTE INTRAOCULAR RESTOR 3.00 +18.50    ;LI-0000633;150;3;U04;200101
1022;706;LENTE INTRAOCULAR RESTOR 3.00 +19.00    ;LI-0000634;150;3;U04;200101
1023;707;LENTE INTRAOCULAR RESTOR 3.00 +19.50    ;LI-0000635;150;3;U04;200101
1024;708;LENTE INTRAOCULAR RESTOR 3.00 +20.00    ;LI-0000636;150;3;U04;200101
1025;709;LENTE INTRAOCULAR RESTOR 3.00 +20.50    ;LI-0000637;150;3;U04;200101
1026;710;LENTE INTRAOCULAR RESTOR 3.00 +21.00    ;LI-0000638;150;3;U04;200101
1027;711;LENTE INTRAOCULAR RESTOR 3.00 +21.50    ;LI-0000639;150;3;U04;200101
1028;712;LENTE INTRAOCULAR RESTOR 3.00 +22.00    ;LI-0000640;150;3;U04;200101
1029;713;LENTE INTRAOCULAR RESTOR 3.00 +22.50    ;LI-0000641;150;3;U04;200101
1030;714;LENTE INTRAOCULAR RESTOR 3.00 +23.00    ;LI-0000642;150;3;U04;200101
1031;715;LENTE INTRAOCULAR RESTOR 3.00 +23.50    ;LI-0000643;150;3;U04;200101
1032;716;LENTE INTRAOCULAR RESTOR 3.00 +24.00    ;LI-0000644;150;3;U04;200101
1033;717;LENTE INTRAOCULAR RESTOR 3.00 +24.50    ;LI-0000645;150;3;U04;200101
1034;718;LENTE INTRAOCULAR RESTOR 3.00 +25.00    ;LI-0000646;150;3;U04;200101
1035;719;LENTE INTRAOCULAR RESTOR 3.00 +25.50    ;LI-0000647;150;3;U04;200101
1036;720;LENTE INTRAOCULAR RESTOR 3.00 +26.00    ;LI-0000648;150;3;U04;200101
1037;721;LENTE INTRAOCULAR RESTOR 3.00 +26.00    ;LI-0000649;150;3;U04;200101
1038;722;LENTE INTRAOCULAR RESTOR 3.00 +27.00    ;LI-0000650;150;3;U04;200101
1039;723;LENTE INTRAOCULAR RESTOR 3.00 +27.50    ;LI-0000651;150;3;U04;200101
1040;724;LENTE INTRAOCULAR RESTOR 3.00 +28.00    ;LI-0000652;150;3;U04;200101
1041;725;LENTE INTRAOCULAR RESTOR 3.00 +28.50    ;LI-0000653;150;3;U04;200101
1042;726;LENTE INTRAOCULAR RESTOR 3.00 +29.00    ;LI-0000654;150;3;U04;200101
1043;727;LENTE INTRAOCULAR RESTOR 3.00 +29.50    ;LI-0000655;150;3;U04;200101
1044;728;LENTE INTRAOCULAR RESTOR 3.00 +30.00    ;LI-0000656;150;3;U04;200101
1045;729;LENTE INTRAOCULAR RESTOR 3.00 +30.50    ;LI-0000657;150;3;U04;200101
1046;730;LENTE INTRAOCULAR RESTOR 3.00 +31.00    ;LI-0000658;150;3;U04;200101
1047;731;LENTE INTRAOCULAR RESTOR 3.00 +31.50    ;LI-0000659;150;3;U04;200101
1048;732;LENTE INTRAOCULAR RESTOR 3.00 +32.00    ;LI-0000660;150;3;U04;200101
1049;733;LENTE INTRAOCULAR RESTOR 3.00 +32.50    ;LI-0000661;150;3;U04;200101
1050;734;LENTE INTRAOCULAR RESTOR 3.00 +33.00    ;LI-0000662;150;3;U04;200101
1051;735;LENTE INTRAOCULAR RESTOR 3.00 +33.50    ;LI-0000663;150;3;U04;200101
1052;736;LENTE INTRAOCULAR RESTOR 3.00 +34.00    ;LI-0000664;150;3;U04;200101
1053;737;LENTE INTRAOCULAR RESTOR 2.50 +6.00     ;LI-0000665;150;3;U04;200101
1054;738;LENTE INTRAOCULAR RESTOR 2.50 +6.50     ;LI-0000666;150;3;U04;200101
1055;739;LENTE INTRAOCULAR RESTOR 2.50 +7.00     ;LI-0000667;150;3;U04;200101
1056;740;LENTE INTRAOCULAR RESTOR 2.50 +7.50     ;LI-0000668;150;3;U04;200101
1057;741;LENTE INTRAOCULAR RESTOR 2.50 +8.00     ;LI-0000669;150;3;U04;200101
1058;742;LENTE INTRAOCULAR RESTOR 2.50 +8.50     ;LI-0000670;150;3;U04;200101
1059;743;LENTE INTRAOCULAR RESTOR 2.50 +9.00     ;LI-0000671;150;3;U04;200101
1060;744;LENTE INTRAOCULAR RESTOR 2.50 +9.50     ;LI-0000672;150;3;U04;200101
1061;745;LENTE INTRAOCULAR RESTOR 2.50 +10.00    ;LI-0000673;150;3;U04;200101
1062;746;LENTE INTRAOCULAR RESTOR 2.50 +10.50    ;LI-0000674;150;3;U04;200101
1063;747;LENTE INTRAOCULAR RESTOR 2.50 +11.00    ;LI-0000675;150;3;U04;200101
1064;748;LENTE INTRAOCULAR RESTOR 2.50 +11.50    ;LI-0000676;150;3;U04;200101
1065;749;LENTE INTRAOCULAR RESTOR 2.50 +12.00    ;LI-0000677;150;3;U04;200101
1066;750;LENTE INTRAOCULAR RESTOR 2.50 +12.50    ;LI-0000678;150;3;U04;200101
1067;751;LENTE INTRAOCULAR RESTOR 2.50 +13.00    ;LI-0000679;150;3;U04;200101
1068;752;LENTE INTRAOCULAR RESTOR 2.50 +13.50    ;LI-0000680;150;3;U04;200101
1069;753;LENTE INTRAOCULAR RESTOR 2.50 +14.00    ;LI-0000681;150;3;U04;200101
1070;754;LENTE INTRAOCULAR RESTOR 2.50 +14.50    ;LI-0000682;150;3;U04;200101
1071;755;LENTE INTRAOCULAR RESTOR 2.50 +15.00    ;LI-0000683;150;3;U04;200101
1072;756;LENTE INTRAOCULAR RESTOR 2.50 +15.50    ;LI-0000684;150;3;U04;200101
1073;757;LENTE INTRAOCULAR RESTOR 2.50 +16.00    ;LI-0000685;150;3;U04;200101
1074;758;LENTE INTRAOCULAR RESTOR 2.50 +16.50    ;LI-0000686;150;3;U04;200101
1075;759;LENTE INTRAOCULAR RESTOR 2.50 +17.00    ;LI-0000687;150;3;U04;200101
1076;760;LENTE INTRAOCULAR RESTOR 2.50 +17.50    ;LI-0000688;150;3;U04;200101
1077;761;LENTE INTRAOCULAR RESTOR 2.50 +18.00    ;LI-0000689;150;3;U04;200101
1078;762;LENTE INTRAOCULAR RESTOR 2.50 +18.50    ;LI-0000690;150;3;U04;200101
1079;763;LENTE INTRAOCULAR RESTOR 2.50 +19.00    ;LI-0000691;150;3;U04;200101
1080;764;LENTE INTRAOCULAR RESTOR 2.50 +19.50    ;LI-0000692;150;3;U04;200101
1081;765;LENTE INTRAOCULAR RESTOR 2.50 +20.00    ;LI-0000693;150;3;U04;200101
1082;766;LENTE INTRAOCULAR RESTOR 2.50 +20.50    ;LI-0000694;150;3;U04;200101
1083;767;LENTE INTRAOCULAR RESTOR 2.50 +21.00    ;LI-0000695;150;3;U04;200101
1084;768;LENTE INTRAOCULAR RESTOR 2.50 +21.50    ;LI-0000696;150;3;U04;200101
1085;769;LENTE INTRAOCULAR RESTOR 2.50 +22.00    ;LI-0000697;150;3;U04;200101
1086;770;LENTE INTRAOCULAR RESTOR 2.50 +22.50    ;LI-0000698;150;3;U04;200101
1087;771;LENTE INTRAOCULAR RESTOR 2.50 +23.00    ;LI-0000699;150;3;U04;200101
1088;772;LENTE INTRAOCULAR RESTOR 2.50 +23.50    ;LI-0000700;150;3;U04;200101
1089;773;LENTE INTRAOCULAR RESTOR 2.50 +24.00    ;LI-0000701;150;3;U04;200101
1090;774;LENTE INTRAOCULAR RESTOR 2.50 +24.50    ;LI-0000702;150;3;U04;200101
1091;775;LENTE INTRAOCULAR RESTOR 2.50 +25.00    ;LI-0000703;150;3;U04;200101
1092;776;LENTE INTRAOCULAR RESTOR 2.50 +25.50    ;LI-0000704;150;3;U04;200101
1093;777;LENTE INTRAOCULAR RESTOR 2.50 +26.00    ;LI-0000705;150;3;U04;200101
1094;778;LENTE INTRAOCULAR RESTOR 2.50 +26.00    ;LI-0000706;150;3;U04;200101
1095;779;LENTE INTRAOCULAR RESTOR 2.50 +27.00    ;LI-0000707;150;3;U04;200101
1096;780;LENTE INTRAOCULAR RESTOR 2.50 +27.50    ;LI-0000708;150;3;U04;200101
1097;781;LENTE INTRAOCULAR RESTOR 2.50 +28.00    ;LI-0000709;150;3;U04;200101
1098;782;LENTE INTRAOCULAR RESTOR 2.50 +28.50    ;LI-0000710;150;3;U04;200101
1099;783;LENTE INTRAOCULAR RESTOR 2.50 +29.00    ;LI-0000711;150;3;U04;200101
1100;784;LENTE INTRAOCULAR RESTOR 2.50 +29.50    ;LI-0000712;150;3;U04;200101
1101;785;LENTE INTRAOCULAR RESTOR 2.50 +30.00    ;LI-0000713;150;3;U04;200101
1102;786;LENTE INTRAOCULAR RESTOR 2.50 +30.50    ;LI-0000714;150;3;U04;200101
1103;787;LENTE INTRAOCULAR RESTOR 2.50 +31.00    ;LI-0000715;150;3;U04;200101
1104;788;LENTE INTRAOCULAR RESTOR 2.50 +31.50    ;LI-0000716;150;3;U04;200101
1105;789;LENTE INTRAOCULAR RESTOR 2.50 +32.00    ;LI-0000717;150;3;U04;200101
1106;790;LENTE INTRAOCULAR RESTOR 2.50 +32.50    ;LI-0000718;150;3;U04;200101
1107;791;LENTE INTRAOCULAR RESTOR 2.50 +33.00    ;LI-0000719;150;3;U04;200101
1108;792;LENTE INTRAOCULAR RESTOR 2.50 +33.50    ;LI-0000720;150;3;U04;200101
1109;793;LENTE INTRAOCULAR RESTOR 2.50 +34.00    ;LI-0000721;150;3;U04;200101
1110;794;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000722;150;3;U04;200101
1111;795;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000723;150;3;U04;200101
1112;796;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000724;150;3;U04;200101
1113;797;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000725;150;3;U04;200101
1114;798;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000726;150;3;U04;200101
1115;799;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000727;150;3;U04;200101
1116;800;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000728;150;3;U04;200101
1117;801;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000729;150;3;U04;200101
1118;802;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000730;150;3;U04;200101
1119;803;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000731;150;3;U04;200101
1120;804;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000732;150;3;U04;200101
1121;805;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000733;150;3;U04;200101
1122;806;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000734;150;3;U04;200101
1123;807;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000735;150;3;U04;200101
1124;808;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000736;150;3;U04;200101
1125;809;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000737;150;3;U04;200101
1126;810;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000738;150;3;U04;200101
1127;811;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000739;150;3;U04;200101
1128;812;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000740;150;3;U04;200101
1129;813;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000741;150;3;U04;200101
1130;814;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000742;150;3;U04;200101
1131;815;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000743;150;3;U04;200101
1132;816;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000744;150;3;U04;200101
1133;817;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000745;150;3;U04;200101
1134;818;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000746;150;3;U04;200101
1135;819;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000747;150;3;U04;200101
1136;820;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000748;150;3;U04;200101
1137;821;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000749;150;3;U04;200101
1138;822;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000750;150;3;U04;200101
1139;823;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000751;150;3;U04;200101
1140;824;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000752;150;3;U04;200101
1141;825;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000753;150;3;U04;200101
1142;826;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000754;150;3;U04;200101
1143;827;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000755;150;3;U04;200101
1144;828;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000756;150;3;U04;200101
1145;829;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000757;150;3;U04;200101
1146;830;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000758;150;3;U04;200101
1147;831;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000759;150;3;U04;200101
1148;832;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000760;150;3;U04;200101
1149;833;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000761;150;3;U04;200101
1150;834;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000762;150;3;U04;200101
1151;835;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000763;150;3;U04;200101
1152;836;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000764;150;3;U04;200101
1153;837;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000765;150;3;U04;200101
1154;838;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000766;150;3;U04;200101
1155;839;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000767;150;3;U04;200101
1156;840;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000768;150;3;U04;200101
1157;841;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000769;150;3;U04;200101
1158;842;LENTE INTRAOCULAR R. TORICO SND1T2 +3.00;LI-0000770;150;3;U04;200101
1159;843;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000771;150;3;U04;200101
1160;844;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000772;150;3;U04;200101
1161;845;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000773;150;3;U04;200101
1162;846;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000774;150;3;U04;200101
1163;847;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000775;150;3;U04;200101
1164;848;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000776;150;3;U04;200101
1165;849;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000777;150;3;U04;200101
1166;850;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000778;150;3;U04;200101
1167;851;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000779;150;3;U04;200101
1168;852;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000780;150;3;U04;200101
1169;853;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000781;150;3;U04;200101
1170;854;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000782;150;3;U04;200101
1171;855;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000783;150;3;U04;200101
1172;856;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000784;150;3;U04;200101
1173;857;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000785;150;3;U04;200101
1174;858;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000786;150;3;U04;200101
1175;859;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000787;150;3;U04;200101
1176;860;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000788;150;3;U04;200101
1177;861;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000789;150;3;U04;200101
1178;862;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000790;150;3;U04;200101
1179;863;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000791;150;3;U04;200101
1180;864;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000792;150;3;U04;200101
1181;865;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000793;150;3;U04;200101
1182;866;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000794;150;3;U04;200101
1183;867;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000795;150;3;U04;200101
1184;868;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000796;150;3;U04;200101
1185;869;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000797;150;3;U04;200101
1186;870;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000798;150;3;U04;200101
1187;871;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000799;150;3;U04;200101
1188;872;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000800;150;3;U04;200101
1189;873;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000801;150;3;U04;200101
1190;874;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000802;150;3;U04;200101
1191;875;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000803;150;3;U04;200101
1192;876;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000804;150;3;U04;200101
1193;877;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000805;150;3;U04;200101
1194;878;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000806;150;3;U04;200101
1195;879;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000807;150;3;U04;200101
1196;880;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000808;150;3;U04;200101
1197;881;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000809;150;3;U04;200101
1198;882;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000810;150;3;U04;200101
1199;883;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000811;150;3;U04;200101
1200;884;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000812;150;3;U04;200101
1201;885;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000813;150;3;U04;200101
1202;886;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000814;150;3;U04;200101
1203;887;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000815;150;3;U04;200101
1204;888;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000816;150;3;U04;200101
1205;889;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000817;150;3;U04;200101
1206;890;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000818;150;3;U04;200101
1207;891;LENTE INTRAOCULAR R. TORICO SND1T3 +3.00;LI-0000819;150;3;U04;200101
1208;892;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000820;150;3;U04;200101
1209;893;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000821;150;3;U04;200101
1210;894;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000822;150;3;U04;200101
1211;895;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000823;150;3;U04;200101
1212;896;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000824;150;3;U04;200101
1213;897;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000825;150;3;U04;200101
1214;898;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000826;150;3;U04;200101
1215;899;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000827;150;3;U04;200101
1216;900;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000828;150;3;U04;200101
1217;901;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000829;150;3;U04;200101
1218;902;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000830;150;3;U04;200101
1219;903;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000831;150;3;U04;200101
1220;904;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000832;150;3;U04;200101
1221;905;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000833;150;3;U04;200101
1222;906;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000834;150;3;U04;200101
1223;907;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000835;150;3;U04;200101
1224;908;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000836;150;3;U04;200101
1225;909;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000837;150;3;U04;200101
1226;910;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000838;150;3;U04;200101
1227;911;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000839;150;3;U04;200101
1228;912;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000840;150;3;U04;200101
1229;913;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000841;150;3;U04;200101
1230;914;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000842;150;3;U04;200101
1231;915;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000843;150;3;U04;200101
1232;916;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000844;150;3;U04;200101
1233;917;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000845;150;3;U04;200101
1234;918;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000846;150;3;U04;200101
1235;919;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000847;150;3;U04;200101
1236;920;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000848;150;3;U04;200101
1237;921;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000849;150;3;U04;200101
1238;922;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000850;150;3;U04;200101
1239;923;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000851;150;3;U04;200101
1240;924;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000852;150;3;U04;200101
1241;925;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000853;150;3;U04;200101
1242;926;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000854;150;3;U04;200101
1243;927;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000855;150;3;U04;200101
1244;928;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000856;150;3;U04;200101
1245;929;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000857;150;3;U04;200101
1246;930;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000858;150;3;U04;200101
1247;931;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000859;150;3;U04;200101
1248;932;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000860;150;3;U04;200101
1249;933;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000861;150;3;U04;200101
1250;934;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000862;150;3;U04;200101
1251;935;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000863;150;3;U04;200101
1252;936;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000864;150;3;U04;200101
1253;937;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000865;150;3;U04;200101
1254;938;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000866;150;3;U04;200101
1255;939;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000867;150;3;U04;200101
1256;940;LENTE INTRAOCULAR R. TORICO SND1T4 +3.00;LI-0000868;150;3;U04;200101
1257;941;LENTE INTRAOCULAR R. TORICO SND1T5 +3.00;LI-0000869;150;3;U04;200101
1258;942;LENTE INTRAOCULAR R. TORICO SND1T5 +3.00;LI-0000870;150;3;U04;200101
1259;943;LENTE INTRAOCULAR R. TORICO SND1T5 +3.00;LI-0000871;150;3;U04;200101
1260;944;LENTE INTRAOCULAR R. TORICO SND1T5 +3.00;LI-0000872;150;3;U04;200101
1261;945;LENTE INTRAOCULAR R. TORICO SND1T5 +3.00;LI-0000873;150;3;U04;200101
1262;946;LENTE INTRAOCULAR R. TORICO SND1T5 +3.00;LI-0000874;150;3;U04;200101
