CODIGO_AUTO;CODIGO;DESCRIPCION;REFERENCIA;TIPO INSUMO;TIPO INSUMO DET;UND NEGOCIOS;CENTRO_COSTOS
2061;4061;LENTES DE CONTACTO FREQUENCY TORIC -7.50;LCI-0002061;4;150;4;200102
2062;4062;LENTES DE CONTACTO FREQUENCY TORIC -8.00;LCI-0002062;4;150;4;200102
2063;4063;LENTES DE CONTACTO FREQUENCY TORIC XR +8.50;LCI-0002063;4;150;4;200102
2064;4064;LENTES DE CONTACTO FREQUENCY TORIC XR +8.25;LCI-0002064;4;150;4;200102
2065;4065;LENTES DE CONTACTO FREQUENCY TORIC XR +8.00;LCI-0002065;4;150;4;200102
2066;4066;LENTES DE CONTACTO FREQUENCY TORIC XR +7.75;LCI-0002066;4;150;4;200102
2067;4067;LENTES DE CONTACTO FREQUENCY TORIC XR +7.50;LCI-0002067;4;150;4;200102
2068;4068;LENTES DE CONTACTO FREQUENCY TORIC XR +7.25;LCI-0002068;4;150;4;200102
2069;4069;LENTES DE CONTACTO FREQUENCY TORIC XR +7.00;LCI-0002069;4;150;4;200102
2070;4070;LENTES DE CONTACTO FREQUENCY TORIC XR +6.75;LCI-0002070;4;150;4;200102
2071;4071;LENTES DE CONTACTO FREQUENCY TORIC XR +6.50;LCI-0002071;4;150;4;200102
2072;4072;LENTES DE CONTACTO FREQUENCY TORIC XR +6.25;LCI-0002072;4;150;4;200102
2073;4073;LENTES DE CONTACTO FREQUENCY TORIC XR +6.00;LCI-0002073;4;150;4;200102
2074;4074;LENTES DE CONTACTO FREQUENCY TORIC XR -8.00;LCI-0002074;4;150;4;200102
2075;4075;LENTES DE CONTACTO FREQUENCY TORIC XR -8.25;LCI-0002075;4;150;4;200102
2076;4076;LENTES DE CONTACTO FREQUENCY TORIC XR -8.50;LCI-0002076;4;150;4;200102
2077;4077;LENTES DE CONTACTO FREQUENCY TORIC XR -8.75;LCI-0002077;4;150;4;200102
2078;4078;LENTES DE CONTACTO FREQUENCY TORIC XR -9.00;LCI-0002078;4;150;4;200102
2079;4079;LENTES DE CONTACTO FREQUENCY TORIC XR -9.25;LCI-0002079;4;150;4;200102
2080;4080;LENTES DE CONTACTO FREQUENCY TORIC XR -9.50;LCI-0002080;4;150;4;200102
2081;4081;LENTES DE CONTACTO FREQUENCY TORIC XR -9.75;LCI-0002081;4;150;4;200102
2082;4082;LENTES DE CONTACTO FREQUENCY TORIC XR -10.00;LCI-0002082;4;150;4;200102
2083;4083;LENTES DE CONTACTO FREQUENCY TORIC XR -10.25;LCI-0002083;4;150;4;200102
2084;4084;LENTES DE CONTACTO FREQUENCY TORIC XR -10.50;LCI-0002084;4;150;4;200102
2085;4085;LENTES DE CONTACTO FREQUENCY TORIC XR -10.75;LCI-0002085;4;150;4;200102
2086;4086;LENTES DE CONTACTO FREQUENCY TORIC XR -11.00;LCI-0002086;4;150;4;200102
2087;4087;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +8.00;LCI-0002087;4;150;4;200102
2088;4088;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +7.75;LCI-0002088;4;150;4;200102
2089;4089;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +7.50;LCI-0002089;4;150;4;200102
2090;4090;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +7.25;LCI-0002090;4;150;4;200102
2091;4091;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +7.00;LCI-0002091;4;150;4;200102
2092;4092;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +6.75;LCI-0002092;4;150;4;200102
2093;4093;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +6.50;LCI-0002093;4;150;4;200102
2094;4094;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +6.00;LCI-0002094;4;150;4;200102
2095;4095;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +5.50;LCI-0002095;4;150;4;200102
2096;4096;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +5.00;LCI-0002096;4;150;4;200102
2097;4097;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +4.50;LCI-0002097;4;150;4;200102
2098;4098;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +4.00;LCI-0002098;4;150;4;200102
2099;4099;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +3.50;LCI-0002099;4;150;4;200102
2100;4100;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +3.00;LCI-0002100;4;150;4;200102
2101;4101;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +2.50;LCI-0002101;4;150;4;200102
2102;4102;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +2.00;LCI-0002102;4;150;4;200102
2103;4103;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +1.50;LCI-0002103;4;150;4;200102
2104;4104;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +1.00;LCI-0002104;4;150;4;200102
2105;4105;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +0.50;LCI-0002105;4;150;4;200102
2106;4106;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES +0.00;LCI-0002106;4;150;4;200102
2107;4107;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -0.50;LCI-0002107;4;150;4;200102
2108;4108;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -1.00;LCI-0002108;4;150;4;200102
2109;4109;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -1.50;LCI-0002109;4;150;4;200102
2110;4110;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -2.00;LCI-0002110;4;150;4;200102
2111;4111;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -2.50;LCI-0002111;4;150;4;200102
2112;4112;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -3.00;LCI-0002112;4;150;4;200102
2113;4113;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -3.50;LCI-0002113;4;150;4;200102
2114;4114;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -4.00;LCI-0002114;4;150;4;200102
2115;4115;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -4.50;LCI-0002115;4;150;4;200102
2116;4116;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -5.00;LCI-0002116;4;150;4;200102
2117;4117;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -5.50;LCI-0002117;4;150;4;200102
2118;4118;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -6.00;LCI-0002118;4;150;4;200102
2119;4119;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -6.25;LCI-0002119;4;150;4;200102
2120;4120;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -6.50;LCI-0002120;4;150;4;200102
2121;4121;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -6.75;LCI-0002121;4;150;4;200102
2122;4122;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -7.00;LCI-0002122;4;150;4;200102
2123;4123;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -7.25;LCI-0002123;4;150;4;200102
2124;4124;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -7.50;LCI-0002124;4;150;4;200102
2125;4125;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -7.75;LCI-0002125;4;150;4;200102
2126;4126;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -8.00;LCI-0002126;4;150;4;200102
2127;4127;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -8.25;LCI-0002127;4;150;4;200102
2128;4128;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -8.50;LCI-0002128;4;150;4;200102
2129;4129;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -8.75;LCI-0002129;4;150;4;200102
2130;4130;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -9.00;LCI-0002130;4;150;4;200102
2131;4131;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -9.25;LCI-0002131;4;150;4;200102
2132;4132;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -9.50;LCI-0002132;4;150;4;200102
2133;4133;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -9.75;LCI-0002133;4;150;4;200102
2134;4134;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 30 LENTES -10.00;LCI-0002134;4;150;4;200102
2135;4135;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +8.00;LCI-0002135;4;150;4;200102
2136;4136;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +7.75;LCI-0002136;4;150;4;200102
2137;4137;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +7.50;LCI-0002137;4;150;4;200102
2138;4138;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +7.25;LCI-0002138;4;150;4;200102
2139;4139;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +7.00;LCI-0002139;4;150;4;200102
2140;4140;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +6.75;LCI-0002140;4;150;4;200102
2141;4141;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +6.50;LCI-0002141;4;150;4;200102
2142;4142;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +6.25;LCI-0002142;4;150;4;200102
2143;4143;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +6.00;LCI-0002143;4;150;4;200102
2144;4144;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +5.50;LCI-0002144;4;150;4;200102
2145;4145;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +5.00;LCI-0002145;4;150;4;200102
2146;4146;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +4.50;LCI-0002146;4;150;4;200102
2147;4147;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +4.00;LCI-0002147;4;150;4;200102
2148;4148;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +3.50;LCI-0002148;4;150;4;200102
2149;4149;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +3.00;LCI-0002149;4;150;4;200102
2150;4150;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +2.50;LCI-0002150;4;150;4;200102
2151;4151;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +2.00;LCI-0002151;4;150;4;200102
2152;4152;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +1.50;LCI-0002152;4;150;4;200102
2153;4153;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +1.00;LCI-0002153;4;150;4;200102
2154;4154;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +0.50;LCI-0002154;4;150;4;200102
2155;4155;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES +0.00;LCI-0002155;4;150;4;200102
2156;4156;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -0.50;LCI-0002156;4;150;4;200102
2157;4157;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -1.00;LCI-0002157;4;150;4;200102
2158;4158;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -1.50;LCI-0002158;4;150;4;200102
2159;4159;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -2.00;LCI-0002159;4;150;4;200102
2160;4160;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -2.50;LCI-0002160;4;150;4;200102
2161;4161;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -3.00;LCI-0002161;4;150;4;200102
2162;4162;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -3.50;LCI-0002162;4;150;4;200102
2163;4163;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -4.00;LCI-0002163;4;150;4;200102
2164;4164;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -4.50;LCI-0002164;4;150;4;200102
2165;4165;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -5.00;LCI-0002165;4;150;4;200102
2166;4166;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -5.50;LCI-0002166;4;150;4;200102
2167;4167;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -6.00;LCI-0002167;4;150;4;200102
2168;4168;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -6.25;LCI-0002168;4;150;4;200102
2169;4169;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -6.50;LCI-0002169;4;150;4;200102
2170;4170;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -6.75;LCI-0002170;4;150;4;200102
2171;4171;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -7.00;LCI-0002171;4;150;4;200102
2172;4172;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -7.25;LCI-0002172;4;150;4;200102
2173;4173;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -7.50;LCI-0002173;4;150;4;200102
2174;4174;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -7.75;LCI-0002174;4;150;4;200102
2175;4175;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -8.00;LCI-0002175;4;150;4;200102
2176;4176;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -8.25;LCI-0002176;4;150;4;200102
2177;4177;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -8.50;LCI-0002177;4;150;4;200102
2178;4178;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -8.75;LCI-0002178;4;150;4;200102
2179;4179;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -9.00;LCI-0002179;4;150;4;200102
2180;4180;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -9.25;LCI-0002180;4;150;4;200102
2181;4181;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -9.50;LCI-0002181;4;150;4;200102
2182;4182;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -9.75;LCI-0002182;4;150;4;200102
2183;4183;LENTES DE CONTACTO CLARITY ONE DAY CAJA X 90 LENTES -10.00;LCI-0002183;4;150;4;200102
2184;4184;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +4.00;LCI-0002184;4;150;4;200102
2185;4185;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +3.75;LCI-0002185;4;150;4;200102
2186;4186;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +3.50;LCI-0002186;4;150;4;200102
2187;4187;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +3.25;LCI-0002187;4;150;4;200102
2188;4188;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +3.00;LCI-0002188;4;150;4;200102
2189;4189;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +2.75;LCI-0002189;4;150;4;200102
2190;4190;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +2.50;LCI-0002190;4;150;4;200102
2191;4191;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +2.25;LCI-0002191;4;150;4;200102
2192;4192;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +2.00;LCI-0002192;4;150;4;200102
2193;4193;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +1.75;LCI-0002193;4;150;4;200102
2194;4194;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +1.50;LCI-0002194;4;150;4;200102
2195;4195;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +1.25;LCI-0002195;4;150;4;200102
2196;4196;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +1.00;LCI-0002196;4;150;4;200102
2197;4197;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +0.75;LCI-0002197;4;150;4;200102
2198;4198;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +0.50;LCI-0002198;4;150;4;200102
2199;4199;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +0.25;LCI-0002199;4;150;4;200102
2200;4200;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES +0.00;LCI-0002200;4;150;4;200102
2201;4201;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -0.25;LCI-0002201;4;150;4;200102
2202;4202;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -0.50;LCI-0002202;4;150;4;200102
2203;4203;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -0.75;LCI-0002203;4;150;4;200102
2204;4204;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -1.00;LCI-0002204;4;150;4;200102
2205;4205;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -1.25;LCI-0002205;4;150;4;200102
2206;4206;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -1.50;LCI-0002206;4;150;4;200102
2207;4207;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -1.75;LCI-0002207;4;150;4;200102
2208;4208;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -2.00;LCI-0002208;4;150;4;200102
2209;4209;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -2.25;LCI-0002209;4;150;4;200102
2210;4210;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -2.50;LCI-0002210;4;150;4;200102
2211;4211;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -2.75;LCI-0002211;4;150;4;200102
2212;4212;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -3.00;LCI-0002212;4;150;4;200102
2213;4213;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -3.25;LCI-0002213;4;150;4;200102
2214;4214;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -3.50;LCI-0002214;4;150;4;200102
2215;4215;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -3.75;LCI-0002215;4;150;4;200102
2216;4216;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -4.00;LCI-0002216;4;150;4;200102
2217;4217;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -4.25;LCI-0002217;4;150;4;200102
2218;4218;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -4.50;LCI-0002218;4;150;4;200102
2219;4219;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -4.75;LCI-0002219;4;150;4;200102
2220;4220;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -5.00;LCI-0002220;4;150;4;200102
2221;4221;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -5.25;LCI-0002221;4;150;4;200102
2222;4222;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -5.50;LCI-0002222;4;150;4;200102
2223;4223;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -5.75;LCI-0002223;4;150;4;200102
2224;4224;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -6.00;LCI-0002224;4;150;4;200102
2225;4225;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -6.50;LCI-0002225;4;150;4;200102
2226;4226;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -7.00;LCI-0002226;4;150;4;200102
2227;4227;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -7.50;LCI-0002227;4;150;4;200102
2228;4228;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -8.00;LCI-0002228;4;150;4;200102
2229;4229;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -8.50;LCI-0002229;4;150;4;200102
2230;4230;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 30 LENTES -9.00;LCI-0002230;4;150;4;200102
2231;4231;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +4.00;LCI-0002231;4;150;4;200102
2232;4232;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +3.75;LCI-0002232;4;150;4;200102
2233;4233;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +3.50;LCI-0002233;4;150;4;200102
2234;4234;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +3.25;LCI-0002234;4;150;4;200102
2235;4235;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +3.00;LCI-0002235;4;150;4;200102
2236;4236;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +2.75;LCI-0002236;4;150;4;200102
2237;4237;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +2.50;LCI-0002237;4;150;4;200102
2238;4238;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +2.25;LCI-0002238;4;150;4;200102
2239;4239;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +2.00;LCI-0002239;4;150;4;200102
2240;4240;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +1.75;LCI-0002240;4;150;4;200102
2241;4241;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +1.50;LCI-0002241;4;150;4;200102
2242;4242;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +1.25;LCI-0002242;4;150;4;200102
2243;4243;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +1.00;LCI-0002243;4;150;4;200102
2244;4244;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +0.75;LCI-0002244;4;150;4;200102
2245;4245;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +0.50;LCI-0002245;4;150;4;200102
2246;4246;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +0.25;LCI-0002246;4;150;4;200102
2247;4247;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES +0.00;LCI-0002247;4;150;4;200102
2248;4248;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -0.25;LCI-0002248;4;150;4;200102
2249;4249;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -0.50;LCI-0002249;4;150;4;200102
2250;4250;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -0.75;LCI-0002250;4;150;4;200102
2251;4251;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -1.00;LCI-0002251;4;150;4;200102
2252;4252;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -1.25;LCI-0002252;4;150;4;200102
2253;4253;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -1.50;LCI-0002253;4;150;4;200102
2254;4254;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -1.75;LCI-0002254;4;150;4;200102
2255;4255;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -2.00;LCI-0002255;4;150;4;200102
2256;4256;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -2.25;LCI-0002256;4;150;4;200102
2257;4257;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -2.50;LCI-0002257;4;150;4;200102
2258;4258;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -2.75;LCI-0002258;4;150;4;200102
2259;4259;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -3.00;LCI-0002259;4;150;4;200102
2260;4260;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -3.25;LCI-0002260;4;150;4;200102
2261;4261;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -3.50;LCI-0002261;4;150;4;200102
2262;4262;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -3.75;LCI-0002262;4;150;4;200102
2263;4263;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -4.00;LCI-0002263;4;150;4;200102
2264;4264;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -4.25;LCI-0002264;4;150;4;200102
2265;4265;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -4.50;LCI-0002265;4;150;4;200102
2266;4266;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -4.75;LCI-0002266;4;150;4;200102
2267;4267;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -5.00;LCI-0002267;4;150;4;200102
2268;4268;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -5.25;LCI-0002268;4;150;4;200102
2269;4269;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -5.50;LCI-0002269;4;150;4;200102
2270;4270;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -5.75;LCI-0002270;4;150;4;200102
2271;4271;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -6.00;LCI-0002271;4;150;4;200102
2272;4272;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -6.50;LCI-0002272;4;150;4;200102
2273;4273;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -7.00;LCI-0002273;4;150;4;200102
2274;4274;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -7.50;LCI-0002274;4;150;4;200102
2275;4275;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -8.00;LCI-0002275;4;150;4;200102
2276;4276;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -8.50;LCI-0002276;4;150;4;200102
2277;4277;LENTES DE CONTACTO CLARITY ONE DAY TORIC CAJA 90 LENTES -9.00;LCI-0002277;4;150;4;200102
2278;4278;LENTES DE CONTACTO CLARITY ONE DAY MULTIFOCAL CAJA X 30 LENTES +5.00;LCI-0002278;4;150;4;200102
2279;4279;LENTES DE CONTACTO CLARITY ONE DAY MULTIFOCAL CAJA X 30 LENTES +4.75;LCI-0002279;4;150;4;200102
2280;4280;LENTES DE CONTACTO CLARITY ONE DAY MULTIFOCAL CAJA X 30 LENTES +4.50;LCI-0002280;4;150;4;200102
