cod_insumo;nombre_insumo;id_usuario_crea;fecha_crea;id_usuario_mod;fecha_mod;id_tipo_insumo;id_tipo_insumo_p;cod_und_negocios;cod_centro_costos;cod_insumo_siesa
811;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +14.50;1;2019-04-30 12:08:35;;;0;3;U04;200101;
812;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +15.00;1;2019-04-30 12:08:35;;;0;3;U04;200101;
813;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +15.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
814;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +16.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
815;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +16.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
816;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +17.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
817;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +17.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
818;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +18.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
819;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +18.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
820;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +19.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
821;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +19.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
822;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +20.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
823;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +20.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
824;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +21.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
825;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +21.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
826;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +22.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
827;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +22.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
828;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +23.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
829;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +23.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
830;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +24.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
831;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +24.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
832;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +25.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
833;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +25.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
834;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +26.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
835;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +26.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
836;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +27.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
837;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +27.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
838;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +28.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
839;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +28.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
840;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +29.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
841;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +29.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
842;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +30.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
843;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +6.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
844;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +6.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
845;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +7.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
846;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +7.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
847;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +8.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
848;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +8.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
849;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +9.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
850;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +9.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
851;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +10.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
852;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +10.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
853;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +11.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
854;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +11.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
855;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +12.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
856;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +12.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
857;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +13.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
858;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +13.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
859;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +14.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
860;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +14.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
861;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +15.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
862;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +15.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
863;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +16.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
864;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +16.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
865;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +17.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
866;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +17.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
867;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +18.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
868;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +18.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
869;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +19.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
870;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +19.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
871;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +20.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
872;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +20.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
873;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +21.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
874;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +21.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
875;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +22.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
876;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +22.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
877;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +23.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
878;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +23.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
879;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +24.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
880;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +24.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
881;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +25.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
882;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +25.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
883;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +26.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
884;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +26.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
885;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +27.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
886;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +27.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
887;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +28.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
888;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +28.50;1;2019-04-30 12:08:36;;;0;3;U04;200101;
889;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +29.00;1;2019-04-30 12:08:36;;;0;3;U04;200101;
890;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +29.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
891;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +30.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
892;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +6.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
893;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +6.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
894;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +7.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
895;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +7.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
896;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +8.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
897;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +8.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
898;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +9.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
899;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +9.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
900;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +10.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
901;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +10.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
902;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +11.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
903;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +11.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
904;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +12.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
905;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +12.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
906;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +13.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
907;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +13.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
908;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +14.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
909;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +14.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
910;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +15.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
911;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +15.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
912;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +16.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
913;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +16.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
914;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +17.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
915;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +17.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
916;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +18.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
917;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +18.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
918;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +19.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
919;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +19.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
920;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +20.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
921;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +20.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
922;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +21.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
923;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +21.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
924;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +22.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
925;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +22.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
926;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +23.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
927;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +23.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
928;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +24.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
929;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +24.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
930;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +25.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
931;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +25.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
932;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +26.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
933;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +26.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
934;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +27.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
935;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +27.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
936;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +28.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
937;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +28.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
938;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +29.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
939;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +29.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
940;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +30.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
941;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +6.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
942;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +6.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
943;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +7.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
944;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +7.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
945;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +8.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
946;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +8.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
947;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +9.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
948;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +9.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
949;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +10.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
950;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +10.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
951;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +11.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
952;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +11.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
953;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +12.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
954;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +12.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
955;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +13.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
956;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +13.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
957;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +14.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
958;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +14.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
959;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +15.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
960;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +15.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
961;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +16.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
962;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +16.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
963;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +17.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
964;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +17.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
965;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +18.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
966;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +18.50;1;2019-04-30 12:08:37;;;0;3;U04;200101;
967;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +19.00;1;2019-04-30 12:08:37;;;0;3;U04;200101;
968;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +19.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
969;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +20.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
970;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +20.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
971;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +21.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
972;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +21.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
973;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +22.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
974;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +22.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
975;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +23.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
976;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +23.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
977;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +24.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
978;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +24.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
979;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +25.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
980;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +25.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
981;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +26.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
982;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +26.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
983;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +27.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
984;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +27.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
985;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +28.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
986;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +28.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
987;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +29.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
988;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +29.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
989;LENTES INTRAOCULARES R. TORICO SND1T5 +3.00 +30.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
990;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +6.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
991;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +6.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
992;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +7.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
993;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +7.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
994;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +8.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
995;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +8.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
996;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +9.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
997;LENTES INTRAOCULARES R. TORICO SND1T62 +3.00 +9.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
998;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +10.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
999;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +10.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1000;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +11.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1001;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +11.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1002;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +12.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1003;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +12.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1004;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +13.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1005;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +13.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1006;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +14.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1007;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +14.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1008;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +15.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1009;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +15.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1010;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +16.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1011;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +16.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1012;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +17.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1013;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +17.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1014;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +18.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1015;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +18.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1016;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +19.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1017;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +19.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1018;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +20.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1019;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +20.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1020;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +21.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1021;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +21.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1022;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +22.00;1;2019-04-30 12:08:38;;;0;3;U04;200101;
1023;LENTES INTRAOCULARES R. TORICO SND1T6 +3.00 +22.50;1;2019-04-30 12:08:38;;;0;3;U04;200101;
