COD_AUTO;CODIGO;DESCRIPCION;REFERENCIA;TIPO INSUMO DET;TIPO INSUMO;UND NEGOCIOS;CENTRO COSTOS
604;676;LENTES INTRAOCULARES IQ TORICO SN6AT9+28.50;LI-0000604;150;4;U04;200101
605;677;LENTES INTRAOCULARES IQ TORICO SN6AT9+29.00;LI-0000605;150;4;U04;200101
606;678;LENTES INTRAOCULARES IQ TORICO SN6AT9+29.50;LI-0000606;150;4;U04;200101
607;679;LENTES INTRAOCULARES IQ TORICO SN6AT9+30.00;LI-0000607;150;4;U04;200101
608;680;LENTES INTRAOCULARES RESTOR 3.00 +6.00;LI-0000608;150;4;U04;200101
609;681;LENTES INTRAOCULARES RESTOR 3.00 +6.50;LI-0000609;150;4;U04;200101
610;682;LENTES INTRAOCULARES RESTOR 3.00 +7.00;LI-0000610;150;4;U04;200101
611;683;LENTES INTRAOCULARES RESTOR 3.00 +7.50;LI-0000611;150;4;U04;200101
612;684;LENTES INTRAOCULARES RESTOR 3.00 +8.00;LI-0000612;150;4;U04;200101
613;685;LENTES INTRAOCULARES RESTOR 3.00 +8.50;LI-0000613;150;4;U04;200101
614;686;LENTES INTRAOCULARES RESTOR 3.00 +9.00;LI-0000614;150;4;U04;200101
615;687;LENTES INTRAOCULARES RESTOR 3.00 +9.50;LI-0000615;150;4;U04;200101
616;688;LENTES INTRAOCULARES RESTOR 3.00 +10.00;LI-0000616;150;4;U04;200101
617;689;LENTES INTRAOCULARES RESTOR 3.00 +10.50;LI-0000617;150;4;U04;200101
618;690;LENTES INTRAOCULARES RESTOR 3.00 +11.00;LI-0000618;150;4;U04;200101
619;691;LENTES INTRAOCULARES RESTOR 3.00 +11.50;LI-0000619;150;4;U04;200101
620;692;LENTES INTRAOCULARES RESTOR 3.00 +12.00;LI-0000620;150;4;U04;200101
621;693;LENTES INTRAOCULARES RESTOR 3.00 +12.50;LI-0000621;150;4;U04;200101
622;694;LENTES INTRAOCULARES RESTOR 3.00 +13.00;LI-0000622;150;4;U04;200101
623;695;LENTES INTRAOCULARES RESTOR 3.00 +13.50;LI-0000623;150;4;U04;200101
624;696;LENTES INTRAOCULARES RESTOR 3.00 +14.00;LI-0000624;150;4;U04;200101
625;697;LENTES INTRAOCULARES RESTOR 3.00 +14.50;LI-0000625;150;4;U04;200101
626;698;LENTES INTRAOCULARES RESTOR 3.00 +15.00;LI-0000626;150;4;U04;200101
627;699;LENTES INTRAOCULARES RESTOR 3.00 +15.50;LI-0000627;150;4;U04;200101
628;700;LENTES INTRAOCULARES RESTOR 3.00 +16.00;LI-0000628;150;4;U04;200101
629;701;LENTES INTRAOCULARES RESTOR 3.00 +16.50;LI-0000629;150;4;U04;200101
630;702;LENTES INTRAOCULARES RESTOR 3.00 +17.00;LI-0000630;150;4;U04;200101
631;703;LENTES INTRAOCULARES RESTOR 3.00 +17.50;LI-0000631;150;4;U04;200101
632;704;LENTES INTRAOCULARES RESTOR 3.00 +18.00;LI-0000632;150;4;U04;200101
633;705;LENTES INTRAOCULARES RESTOR 3.00 +18.50;LI-0000633;150;4;U04;200101
634;706;LENTES INTRAOCULARES RESTOR 3.00 +19.00;LI-0000634;150;4;U04;200101
635;707;LENTES INTRAOCULARES RESTOR 3.00 +19.50;LI-0000635;150;4;U04;200101
636;708;LENTES INTRAOCULARES RESTOR 3.00 +20.00;LI-0000636;150;4;U04;200101
637;709;LENTES INTRAOCULARES RESTOR 3.00 +20.50;LI-0000637;150;4;U04;200101
638;710;LENTES INTRAOCULARES RESTOR 3.00 +21.00;LI-0000638;150;4;U04;200101
639;711;LENTES INTRAOCULARES RESTOR 3.00 +21.50;LI-0000639;150;4;U04;200101
640;712;LENTES INTRAOCULARES RESTOR 3.00 +22.00;LI-0000640;150;4;U04;200101
641;713;LENTES INTRAOCULARES RESTOR 3.00 +22.50;LI-0000641;150;4;U04;200101
642;714;LENTES INTRAOCULARES RESTOR 3.00 +23.00;LI-0000642;150;4;U04;200101
643;715;LENTES INTRAOCULARES RESTOR 3.00 +23.50;LI-0000643;150;4;U04;200101
644;716;LENTES INTRAOCULARES RESTOR 3.00 +24.00;LI-0000644;150;4;U04;200101
645;717;LENTES INTRAOCULARES RESTOR 3.00 +24.50;LI-0000645;150;4;U04;200101
646;718;LENTES INTRAOCULARES RESTOR 3.00 +25.00;LI-0000646;150;4;U04;200101
647;719;LENTES INTRAOCULARES RESTOR 3.00 +25.50;LI-0000647;150;4;U04;200101
648;720;LENTES INTRAOCULARES RESTOR 3.00 +26.00;LI-0000648;150;4;U04;200101
649;721;LENTES INTRAOCULARES RESTOR 3.00 +26.00;LI-0000649;150;4;U04;200101
650;722;LENTES INTRAOCULARES RESTOR 3.00 +27.00;LI-0000650;150;4;U04;200101
651;723;LENTES INTRAOCULARES RESTOR 3.00 +27.50;LI-0000651;150;4;U04;200101
652;724;LENTES INTRAOCULARES RESTOR 3.00 +28.00;LI-0000652;150;4;U04;200101
653;725;LENTES INTRAOCULARES RESTOR 3.00 +28.50;LI-0000653;150;4;U04;200101
654;726;LENTES INTRAOCULARES RESTOR 3.00 +29.00;LI-0000654;150;4;U04;200101
655;727;LENTES INTRAOCULARES RESTOR 3.00 +29.50;LI-0000655;150;4;U04;200101
656;728;LENTES INTRAOCULARES RESTOR 3.00 +30.00;LI-0000656;150;4;U04;200101
657;729;LENTES INTRAOCULARES RESTOR 3.00 +30.50;LI-0000657;150;4;U04;200101
658;730;LENTES INTRAOCULARES RESTOR 3.00 +31.00;LI-0000658;150;4;U04;200101
659;731;LENTES INTRAOCULARES RESTOR 3.00 +31.50;LI-0000659;150;4;U04;200101
660;732;LENTES INTRAOCULARES RESTOR 3.00 +32.00;LI-0000660;150;4;U04;200101
661;733;LENTES INTRAOCULARES RESTOR 3.00 +32.50;LI-0000661;150;4;U04;200101
662;734;LENTES INTRAOCULARES RESTOR 3.00 +33.00;LI-0000662;150;4;U04;200101
663;735;LENTES INTRAOCULARES RESTOR 3.00 +33.50;LI-0000663;150;4;U04;200101
664;736;LENTES INTRAOCULARES RESTOR 3.00 +34.00;LI-0000664;150;4;U04;200101
665;737;LENTES INTRAOCULARES RESTOR 2.50 +6.00;LI-0000665;150;4;U04;200101
666;738;LENTES INTRAOCULARES RESTOR 2.50 +6.50;LI-0000666;150;4;U04;200101
667;739;LENTES INTRAOCULARES RESTOR 2.50 +7.00;LI-0000667;150;4;U04;200101
668;740;LENTES INTRAOCULARES RESTOR 2.50 +7.50;LI-0000668;150;4;U04;200101
669;741;LENTES INTRAOCULARES RESTOR 2.50 +8.00;LI-0000669;150;4;U04;200101
670;742;LENTES INTRAOCULARES RESTOR 2.50 +8.50;LI-0000670;150;4;U04;200101
671;743;LENTES INTRAOCULARES RESTOR 2.50 +9.00;LI-0000671;150;4;U04;200101
672;744;LENTES INTRAOCULARES RESTOR 2.50 +9.50;LI-0000672;150;4;U04;200101
673;745;LENTES INTRAOCULARES RESTOR 2.50 +10.00;LI-0000673;150;4;U04;200101
674;746;LENTES INTRAOCULARES RESTOR 2.50 +10.50;LI-0000674;150;4;U04;200101
675;747;LENTES INTRAOCULARES RESTOR 2.50 +11.00;LI-0000675;150;4;U04;200101
676;748;LENTES INTRAOCULARES RESTOR 2.50 +11.50;LI-0000676;150;4;U04;200101
677;749;LENTES INTRAOCULARES RESTOR 2.50 +12.00;LI-0000677;150;4;U04;200101
678;750;LENTES INTRAOCULARES RESTOR 2.50 +12.50;LI-0000678;150;4;U04;200101
679;751;LENTES INTRAOCULARES RESTOR 2.50 +13.00;LI-0000679;150;4;U04;200101
680;752;LENTES INTRAOCULARES RESTOR 2.50 +13.50;LI-0000680;150;4;U04;200101
681;753;LENTES INTRAOCULARES RESTOR 2.50 +14.00;LI-0000681;150;4;U04;200101
682;754;LENTES INTRAOCULARES RESTOR 2.50 +14.50;LI-0000682;150;4;U04;200101
683;755;LENTES INTRAOCULARES RESTOR 2.50 +15.00;LI-0000683;150;4;U04;200101
684;756;LENTES INTRAOCULARES RESTOR 2.50 +15.50;LI-0000684;150;4;U04;200101
685;757;LENTES INTRAOCULARES RESTOR 2.50 +16.00;LI-0000685;150;4;U04;200101
686;758;LENTES INTRAOCULARES RESTOR 2.50 +16.50;LI-0000686;150;4;U04;200101
687;759;LENTES INTRAOCULARES RESTOR 2.50 +17.00;LI-0000687;150;4;U04;200101
688;760;LENTES INTRAOCULARES RESTOR 2.50 +17.50;LI-0000688;150;4;U04;200101
689;761;LENTES INTRAOCULARES RESTOR 2.50 +18.00;LI-0000689;150;4;U04;200101
690;762;LENTES INTRAOCULARES RESTOR 2.50 +18.50;LI-0000690;150;4;U04;200101
691;763;LENTES INTRAOCULARES RESTOR 2.50 +19.00;LI-0000691;150;4;U04;200101
692;764;LENTES INTRAOCULARES RESTOR 2.50 +19.50;LI-0000692;150;4;U04;200101
693;765;LENTES INTRAOCULARES RESTOR 2.50 +20.00;LI-0000693;150;4;U04;200101
694;766;LENTES INTRAOCULARES RESTOR 2.50 +20.50;LI-0000694;150;4;U04;200101
695;767;LENTES INTRAOCULARES RESTOR 2.50 +21.00;LI-0000695;150;4;U04;200101
696;768;LENTES INTRAOCULARES RESTOR 2.50 +21.50;LI-0000696;150;4;U04;200101
697;769;LENTES INTRAOCULARES RESTOR 2.50 +22.00;LI-0000697;150;4;U04;200101
698;770;LENTES INTRAOCULARES RESTOR 2.50 +22.50;LI-0000698;150;4;U04;200101
699;771;LENTES INTRAOCULARES RESTOR 2.50 +23.00;LI-0000699;150;4;U04;200101
700;772;LENTES INTRAOCULARES RESTOR 2.50 +23.50;LI-0000700;150;4;U04;200101
701;773;LENTES INTRAOCULARES RESTOR 2.50 +24.00;LI-0000701;150;4;U04;200101
702;774;LENTES INTRAOCULARES RESTOR 2.50 +24.50;LI-0000702;150;4;U04;200101
703;775;LENTES INTRAOCULARES RESTOR 2.50 +25.00;LI-0000703;150;4;U04;200101
704;776;LENTES INTRAOCULARES RESTOR 2.50 +25.50;LI-0000704;150;4;U04;200101
705;777;LENTES INTRAOCULARES RESTOR 2.50 +26.00;LI-0000705;150;4;U04;200101
706;778;LENTES INTRAOCULARES RESTOR 2.50 +26.00;LI-0000706;150;4;U04;200101
707;779;LENTES INTRAOCULARES RESTOR 2.50 +27.00;LI-0000707;150;4;U04;200101
708;780;LENTES INTRAOCULARES RESTOR 2.50 +27.50;LI-0000708;150;4;U04;200101
709;781;LENTES INTRAOCULARES RESTOR 2.50 +28.00;LI-0000709;150;4;U04;200101
710;782;LENTES INTRAOCULARES RESTOR 2.50 +28.50;LI-0000710;150;4;U04;200101
711;783;LENTES INTRAOCULARES RESTOR 2.50 +29.00;LI-0000711;150;4;U04;200101
712;784;LENTES INTRAOCULARES RESTOR 2.50 +29.50;LI-0000712;150;4;U04;200101
713;785;LENTES INTRAOCULARES RESTOR 2.50 +30.00;LI-0000713;150;4;U04;200101
714;786;LENTES INTRAOCULARES RESTOR 2.50 +30.50;LI-0000714;150;4;U04;200101
715;787;LENTES INTRAOCULARES RESTOR 2.50 +31.00;LI-0000715;150;4;U04;200101
716;788;LENTES INTRAOCULARES RESTOR 2.50 +31.50;LI-0000716;150;4;U04;200101
717;789;LENTES INTRAOCULARES RESTOR 2.50 +32.00;LI-0000717;150;4;U04;200101
718;790;LENTES INTRAOCULARES RESTOR 2.50 +32.50;LI-0000718;150;4;U04;200101
719;791;LENTES INTRAOCULARES RESTOR 2.50 +33.00;LI-0000719;150;4;U04;200101
720;792;LENTES INTRAOCULARES RESTOR 2.50 +33.50;LI-0000720;150;4;U04;200101
721;793;LENTES INTRAOCULARES RESTOR 2.50 +34.00;LI-0000721;150;4;U04;200101
722;794;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +6.00;LI-0000722;150;4;U04;200101
723;795;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +6.50;LI-0000723;150;4;U04;200101
724;796;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +7.00;LI-0000724;150;4;U04;200101
725;797;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +7.50;LI-0000725;150;4;U04;200101
726;798;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +8.00;LI-0000726;150;4;U04;200101
727;799;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +8.50;LI-0000727;150;4;U04;200101
728;800;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +9.00;LI-0000728;150;4;U04;200101
729;801;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +9.50;LI-0000729;150;4;U04;200101
730;802;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +10.00;LI-0000730;150;4;U04;200101
731;803;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +10.50;LI-0000731;150;4;U04;200101
732;804;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +11.00;LI-0000732;150;4;U04;200101
733;805;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +11.50;LI-0000733;150;4;U04;200101
734;806;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +12.00;LI-0000734;150;4;U04;200101
735;807;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +12.50;LI-0000735;150;4;U04;200101
736;808;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +13.00;LI-0000736;150;4;U04;200101
737;809;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +13.50;LI-0000737;150;4;U04;200101
738;810;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +14.00;LI-0000738;150;4;U04;200101
739;811;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +14.50;LI-0000739;150;4;U04;200101
740;812;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +15.00;LI-0000740;150;4;U04;200101
741;813;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +15.50;LI-0000741;150;4;U04;200101
742;814;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +16.00;LI-0000742;150;4;U04;200101
743;815;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +16.50;LI-0000743;150;4;U04;200101
744;816;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +17.00;LI-0000744;150;4;U04;200101
745;817;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +17.50;LI-0000745;150;4;U04;200101
746;818;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +18.00;LI-0000746;150;4;U04;200101
747;819;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +18.50;LI-0000747;150;4;U04;200101
748;820;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +19.00;LI-0000748;150;4;U04;200101
749;821;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +19.50;LI-0000749;150;4;U04;200101
750;822;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +20.00;LI-0000750;150;4;U04;200101
751;823;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +20.50;LI-0000751;150;4;U04;200101
752;824;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +21.00;LI-0000752;150;4;U04;200101
753;825;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +21.50;LI-0000753;150;4;U04;200101
754;826;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +22.00;LI-0000754;150;4;U04;200101
755;827;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +22.50;LI-0000755;150;4;U04;200101
756;828;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +23.00;LI-0000756;150;4;U04;200101
757;829;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +23.50;LI-0000757;150;4;U04;200101
758;830;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +24.00;LI-0000758;150;4;U04;200101
759;831;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +24.50;LI-0000759;150;4;U04;200101
760;832;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +25.00;LI-0000760;150;4;U04;200101
761;833;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +25.50;LI-0000761;150;4;U04;200101
762;834;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +26.00;LI-0000762;150;4;U04;200101
763;835;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +26.50;LI-0000763;150;4;U04;200101
764;836;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +27.00;LI-0000764;150;4;U04;200101
765;837;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +27.50;LI-0000765;150;4;U04;200101
766;838;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +28.00;LI-0000766;150;4;U04;200101
767;839;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +28.50;LI-0000767;150;4;U04;200101
768;840;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +29.00;LI-0000768;150;4;U04;200101
769;841;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +29.50;LI-0000769;150;4;U04;200101
770;842;LENTES INTRAOCULARES R. TORICO SND1T2 +3.00 +30.00;LI-0000770;150;4;U04;200101
771;843;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +6.00;LI-0000771;150;4;U04;200101
772;844;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +6.50;LI-0000772;150;4;U04;200101
773;845;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +7.00;LI-0000773;150;4;U04;200101
774;846;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +7.50;LI-0000774;150;4;U04;200101
775;847;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +8.00;LI-0000775;150;4;U04;200101
776;848;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +8.50;LI-0000776;150;4;U04;200101
777;849;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +9.00;LI-0000777;150;4;U04;200101
778;850;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +9.50;LI-0000778;150;4;U04;200101
779;851;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +10.00;LI-0000779;150;4;U04;200101
780;852;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +10.50;LI-0000780;150;4;U04;200101
781;853;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +11.00;LI-0000781;150;4;U04;200101
782;854;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +11.50;LI-0000782;150;4;U04;200101
783;855;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +12.00;LI-0000783;150;4;U04;200101
784;856;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +12.50;LI-0000784;150;4;U04;200101
785;857;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +13.00;LI-0000785;150;4;U04;200101
786;858;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +13.50;LI-0000786;150;4;U04;200101
787;859;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +14.00;LI-0000787;150;4;U04;200101
788;860;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +14.50;LI-0000788;150;4;U04;200101
789;861;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +15.00;LI-0000789;150;4;U04;200101
790;862;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +15.50;LI-0000790;150;4;U04;200101
791;863;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +16.00;LI-0000791;150;4;U04;200101
792;864;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +16.50;LI-0000792;150;4;U04;200101
793;865;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +17.00;LI-0000793;150;4;U04;200101
794;866;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +17.50;LI-0000794;150;4;U04;200101
795;867;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +18.00;LI-0000795;150;4;U04;200101
796;868;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +18.50;LI-0000796;150;4;U04;200101
797;869;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +19.00;LI-0000797;150;4;U04;200101
798;870;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +19.50;LI-0000798;150;4;U04;200101
799;871;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +20.00;LI-0000799;150;4;U04;200101
800;872;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +20.50;LI-0000800;150;4;U04;200101
801;873;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +21.00;LI-0000801;150;4;U04;200101
802;874;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +21.50;LI-0000802;150;4;U04;200101
803;875;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +22.00;LI-0000803;150;4;U04;200101
804;876;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +22.50;LI-0000804;150;4;U04;200101
805;877;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +23.00;LI-0000805;150;4;U04;200101
806;878;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +23.50;LI-0000806;150;4;U04;200101
807;879;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +24.00;LI-0000807;150;4;U04;200101
808;880;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +24.50;LI-0000808;150;4;U04;200101
809;881;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +25.00;LI-0000809;150;4;U04;200101
810;882;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +25.50;LI-0000810;150;4;U04;200101
811;883;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +26.00;LI-0000811;150;4;U04;200101
812;884;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +26.50;LI-0000812;150;4;U04;200101
813;885;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +27.00;LI-0000813;150;4;U04;200101
814;886;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +27.50;LI-0000814;150;4;U04;200101
815;887;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +28.00;LI-0000815;150;4;U04;200101
816;888;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +28.50;LI-0000816;150;4;U04;200101
817;889;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +29.00;LI-0000817;150;4;U04;200101
818;890;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +29.50;LI-0000818;150;4;U04;200101
819;891;LENTES INTRAOCULARES R. TORICO SND1T3 +3.00 +30.00;LI-0000819;150;4;U04;200101
820;892;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +6.00;LI-0000820;150;4;U04;200101
821;893;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +6.50;LI-0000821;150;4;U04;200101
822;894;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +7.00;LI-0000822;150;4;U04;200101
823;895;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +7.50;LI-0000823;150;4;U04;200101
824;896;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +8.00;LI-0000824;150;4;U04;200101
825;897;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +8.50;LI-0000825;150;4;U04;200101
826;898;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +9.00;LI-0000826;150;4;U04;200101
827;899;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +9.50;LI-0000827;150;4;U04;200101
828;900;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +10.00;LI-0000828;150;4;U04;200101
829;901;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +10.50;LI-0000829;150;4;U04;200101
830;902;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +11.00;LI-0000830;150;4;U04;200101
831;903;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +11.50;LI-0000831;150;4;U04;200101
832;904;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +12.00;LI-0000832;150;4;U04;200101
833;905;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +12.50;LI-0000833;150;4;U04;200101
834;906;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +13.00;LI-0000834;150;4;U04;200101
835;907;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +13.50;LI-0000835;150;4;U04;200101
836;908;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +14.00;LI-0000836;150;4;U04;200101
837;909;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +14.50;LI-0000837;150;4;U04;200101
838;910;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +15.00;LI-0000838;150;4;U04;200101
839;911;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +15.50;LI-0000839;150;4;U04;200101
840;912;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +16.00;LI-0000840;150;4;U04;200101
841;913;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +16.50;LI-0000841;150;4;U04;200101
842;914;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +17.00;LI-0000842;150;4;U04;200101
843;915;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +17.50;LI-0000843;150;4;U04;200101
844;916;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +18.00;LI-0000844;150;4;U04;200101
845;917;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +18.50;LI-0000845;150;4;U04;200101
846;918;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +19.00;LI-0000846;150;4;U04;200101
847;919;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +19.50;LI-0000847;150;4;U04;200101
848;920;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +20.00;LI-0000848;150;4;U04;200101
849;921;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +20.50;LI-0000849;150;4;U04;200101
850;922;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +21.00;LI-0000850;150;4;U04;200101
851;923;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +21.50;LI-0000851;150;4;U04;200101
852;924;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +22.00;LI-0000852;150;4;U04;200101
853;925;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +22.50;LI-0000853;150;4;U04;200101
854;926;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +23.00;LI-0000854;150;4;U04;200101
855;927;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +23.50;LI-0000855;150;4;U04;200101
856;928;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +24.00;LI-0000856;150;4;U04;200101
857;929;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +24.50;LI-0000857;150;4;U04;200101
858;930;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +25.00;LI-0000858;150;4;U04;200101
859;931;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +25.50;LI-0000859;150;4;U04;200101
860;932;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +26.00;LI-0000860;150;4;U04;200101
861;933;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +26.50;LI-0000861;150;4;U04;200101
862;934;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +27.00;LI-0000862;150;4;U04;200101
863;935;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +27.50;LI-0000863;150;4;U04;200101
864;936;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +28.00;LI-0000864;150;4;U04;200101
865;937;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +28.50;LI-0000865;150;4;U04;200101
866;938;LENTES INTRAOCULARES R. TORICO SND1T4 +3.00 +29.00;LI-0000866;150;4;U04;200101
